ref_area.label,indicator.label,sex.label,time,obs_value,obs_value
Angola,Employment-to-population ratio by sex and age (%),Total,2019,66.66710714285715,66.66710714285715
Angola,Employment-to-population ratio by sex and age (%),Total,2021,68.11171428571429,68.11171428571429
Angola,Employment-to-population ratio by sex and age (%),Total,2022,68.53492857142858,68.53492857142858
Anguilla,Employment-to-population ratio by sex and age (%),Female,2001,62.77,62.77
Anguilla,Employment-to-population ratio by sex and age (%),Female,2002,60.8,60.8
Anguilla,Employment-to-population ratio by sex and age (%),Male,2001,74.64,74.64
Anguilla,Employment-to-population ratio by sex and age (%),Male,2002,72.3,72.3
Anguilla,Employment-to-population ratio by sex and age (%),Total,2001,68.6,68.6
Anguilla,Employment-to-population ratio by sex and age (%),Total,2002,66.6,66.6
Antigua and Barbuda,Employment-to-population ratio by sex and age (%),Female,1991,59.38,59.38
Antigua and Barbuda,Employment-to-population ratio by sex and age (%),Female,2001,60.47,60.47
Antigua and Barbuda,Employment-to-population ratio by sex and age (%),Female,2018,59.14939285714286,59.14939285714286
Antigua and Barbuda,Employment-to-population ratio by sex and age (%),Female,2023,63.22864285714286,63.22864285714286
Antigua and Barbuda,Employment-to-population ratio by sex and age (%),Male,1991,76.44,76.44
Antigua and Barbuda,Employment-to-population ratio by sex and age (%),Male,2001,72.02,72.02
Antigua and Barbuda,Employment-to-population ratio by sex and age (%),Male,2018,69.16667857142858,69.16667857142858
Antigua and Barbuda,Employment-to-population ratio by sex and age (%),Male,2023,72.21382142857142,72.21382142857142
Antigua and Barbuda,Employment-to-population ratio by sex and age (%),Total,1991,67.47,67.47
Antigua and Barbuda,Employment-to-population ratio by sex and age (%),Total,2001,65.76,65.76
Antigua and Barbuda,Employment-to-population ratio by sex and age (%),Total,2018,63.66285714285714,63.66285714285714
Antigua and Barbuda,Employment-to-population ratio by sex and age (%),Total,2023,67.47160714285714,67.47160714285714
Argentina,Employment-to-population ratio by sex and age (%),Female,1990,31.9,31.9
Argentina,Employment-to-population ratio by sex and age (%),Female,1991,32.0,32.0
Argentina,Employment-to-population ratio by sex and age (%),Female,1992,33.1,33.1
Argentina,Employment-to-population ratio by sex and age (%),Female,1993,33.3,33.3
Argentina,Employment-to-population ratio by sex and age (%),Female,1994,31.1,31.1
Argentina,Employment-to-population ratio by sex and age (%),Female,1995,31.5,31.5
Argentina,Employment-to-population ratio by sex and age (%),Female,1996,31.7,31.7
Argentina,Employment-to-population ratio by sex and age (%),Female,1997,33.6,33.6
Argentina,Employment-to-population ratio by sex and age (%),Female,1998,35.0,35.0
Argentina,Employment-to-population ratio by sex and age (%),Female,1999,35.8,35.8
Argentina,Employment-to-population ratio by sex and age (%),Female,2000,37.2,37.2
Argentina,Employment-to-population ratio by sex and age (%),Female,2001,35.5,35.5
Argentina,Employment-to-population ratio by sex and age (%),Female,2002,37.6,37.6
Argentina,Employment-to-population ratio by sex and age (%),Female,2003,41.2,41.2
Argentina,Employment-to-population ratio by sex and age (%),Female,2004,42.46246428571429,42.46246428571429
Argentina,Employment-to-population ratio by sex and age (%),Female,2005,42.96246428571429,42.96246428571429
Argentina,Employment-to-population ratio by sex and age (%),Female,2006,44.054964285714284,44.054964285714284
Argentina,Employment-to-population ratio by sex and age (%),Female,2007,43.4,43.4
Argentina,Employment-to-population ratio by sex and age (%),Female,2008,43.66325,43.66325
Argentina,Employment-to-population ratio by sex and age (%),Female,2009,44.18242857142857,44.18242857142857
Argentina,Employment-to-population ratio by sex and age (%),Female,2010,43.65682142857143,43.65682142857143
Argentina,Employment-to-population ratio by sex and age (%),Female,2011,44.27703571428572,44.27703571428572
Argentina,Employment-to-population ratio by sex and age (%),Female,2012,44.30321428571428,44.30321428571428
Argentina,Employment-to-population ratio by sex and age (%),Female,2013,43.91632142857143,43.91632142857143
Argentina,Employment-to-population ratio by sex and age (%),Female,2014,43.62632142857143,43.62632142857143
Argentina,Employment-to-population ratio by sex and age (%),Female,2017,44.516214285714284,44.516214285714284
Argentina,Employment-to-population ratio by sex and age (%),Female,2018,45.36846428571429,45.36846428571429
Argentina,Employment-to-population ratio by sex and age (%),Female,2019,45.6945,45.6945
Argentina,Employment-to-population ratio by sex and age (%),Female,2020,40.94228571428572,40.94228571428572
Argentina,Employment-to-population ratio by sex and age (%),Female,2021,45.77592857142857,45.77592857142857
Argentina,Employment-to-population ratio by sex and age (%),Female,2022,48.17867857142857,48.17867857142857
Argentina,Employment-to-population ratio by sex and age (%),Female,2023,49.67417857142857,49.67417857142857
Argentina,Employment-to-population ratio by sex and age (%),Female,2024,49.594142857142856,49.594142857142856
Argentina,Employment-to-population ratio by sex and age (%),Male,1990,62.9,62.9
Argentina,Employment-to-population ratio by sex and age (%),Male,1991,64.0,64.0
Argentina,Employment-to-population ratio by sex and age (%),Male,1992,63.0,63.0
Argentina,Employment-to-population ratio by sex and age (%),Male,1993,62.4,62.4
Argentina,Employment-to-population ratio by sex and age (%),Male,1994,60.2,60.2
Argentina,Employment-to-population ratio by sex and age (%),Male,1995,57.3,57.3
Argentina,Employment-to-population ratio by sex and age (%),Male,1996,57.0,57.0
Argentina,Employment-to-population ratio by sex and age (%),Male,1997,59.9,59.9
Argentina,Employment-to-population ratio by sex and age (%),Male,1998,59.9,59.9
Argentina,Employment-to-population ratio by sex and age (%),Male,1999,59.0,59.0
Argentina,Employment-to-population ratio by sex and age (%),Male,2000,63.6,63.6
Argentina,Employment-to-population ratio by sex and age (%),Male,2001,59.0,59.0
Argentina,Employment-to-population ratio by sex and age (%),Male,2002,59.1,59.1
Argentina,Employment-to-population ratio by sex and age (%),Male,2003,64.3,64.3
Argentina,Employment-to-population ratio by sex and age (%),Male,2004,66.10785714285714,66.10785714285714
Argentina,Employment-to-population ratio by sex and age (%),Male,2005,67.37078571428572,67.37078571428572
Argentina,Employment-to-population ratio by sex and age (%),Male,2006,68.5365,68.5365
Argentina,Employment-to-population ratio by sex and age (%),Male,2007,69.6,69.6
Argentina,Employment-to-population ratio by sex and age (%),Male,2008,68.86771428571429,68.86771428571429
Argentina,Employment-to-population ratio by sex and age (%),Male,2009,67.91742857142857,67.91742857142857
Argentina,Employment-to-population ratio by sex and age (%),Male,2010,68.41146428571429,68.41146428571429
Argentina,Employment-to-population ratio by sex and age (%),Male,2011,68.96564285714285,68.96564285714285
Argentina,Employment-to-population ratio by sex and age (%),Male,2012,68.71042857142858,68.71042857142858
Argentina,Employment-to-population ratio by sex and age (%),Male,2013,68.51114285714286,68.51114285714286
Argentina,Employment-to-population ratio by sex and age (%),Male,2014,67.61975,67.61975
Argentina,Employment-to-population ratio by sex and age (%),Male,2017,66.40396428571428,66.40396428571428
Argentina,Employment-to-population ratio by sex and age (%),Male,2018,65.81607142857142,65.81607142857142
Argentina,Employment-to-population ratio by sex and age (%),Male,2019,65.12678571428572,65.12678571428572
Argentina,Employment-to-population ratio by sex and age (%),Male,2020,59.0715,59.0715
Argentina,Employment-to-population ratio by sex and age (%),Male,2021,64.86667857142858,64.86667857142858
Argentina,Employment-to-population ratio by sex and age (%),Male,2022,66.55296428571428,66.55296428571428
Argentina,Employment-to-population ratio by sex and age (%),Male,2023,67.39928571428571,67.39928571428571
Argentina,Employment-to-population ratio by sex and age (%),Male,2024,66.61982142857143,66.61982142857143
Argentina,Employment-to-population ratio by sex and age (%),Total,1990,46.6,46.6
Argentina,Employment-to-population ratio by sex and age (%),Total,1991,47.0,47.0
Argentina,Employment-to-population ratio by sex and age (%),Total,1992,47.3,47.3
Argentina,Employment-to-population ratio by sex and age (%),Total,1993,47.1,47.1
Argentina,Employment-to-population ratio by sex and age (%),Total,1994,44.8,44.8
Argentina,Employment-to-population ratio by sex and age (%),Total,1995,43.7,43.7
Argentina,Employment-to-population ratio by sex and age (%),Total,1996,43.7,43.7
Argentina,Employment-to-population ratio by sex and age (%),Total,1997,46.2,46.2
Argentina,Employment-to-population ratio by sex and age (%),Total,1998,46.7,46.7
Argentina,Employment-to-population ratio by sex and age (%),Total,1999,46.7,46.7
Argentina,Employment-to-population ratio by sex and age (%),Total,2000,49.5,49.5
Argentina,Employment-to-population ratio by sex and age (%),Total,2001,46.4,46.4
Argentina,Employment-to-population ratio by sex and age (%),Total,2002,47.6,47.6
Argentina,Employment-to-population ratio by sex and age (%),Total,2003,51.9,51.9
Argentina,Employment-to-population ratio by sex and age (%),Total,2004,53.51975,53.51975
Argentina,Employment-to-population ratio by sex and age (%),Total,2005,54.373749999999994,54.373749999999994
Argentina,Employment-to-population ratio by sex and age (%),Total,2006,55.50460714285714,55.50460714285714
Argentina,Employment-to-population ratio by sex and age (%),Total,2007,55.8,55.8
Argentina,Employment-to-population ratio by sex and age (%),Total,2008,55.44260714285714,55.44260714285714
Argentina,Employment-to-population ratio by sex and age (%),Total,2009,55.284464285714286,55.284464285714286
Argentina,Employment-to-population ratio by sex and age (%),Total,2010,55.27571428571429,55.27571428571429
Argentina,Employment-to-population ratio by sex and age (%),Total,2011,55.99053571428571,55.99053571428571
Argentina,Employment-to-population ratio by sex and age (%),Total,2012,55.834785714285715,55.834785714285715
Argentina,Employment-to-population ratio by sex and age (%),Total,2013,55.513357142857146,55.513357142857146
Argentina,Employment-to-population ratio by sex and age (%),Total,2014,54.946928571428565,54.946928571428565
Argentina,Employment-to-population ratio by sex and age (%),Total,2017,54.82867857142857,54.82867857142857
Argentina,Employment-to-population ratio by sex and age (%),Total,2018,54.94210714285715,54.94210714285715
Argentina,Employment-to-population ratio by sex and age (%),Total,2019,54.87014285714286,54.87014285714286
Argentina,Employment-to-population ratio by sex and age (%),Total,2020,49.4515,49.4515
Argentina,Employment-to-population ratio by sex and age (%),Total,2021,54.94310714285714,54.94310714285714
Argentina,Employment-to-population ratio by sex and age (%),Total,2022,57.002071428571426,57.002071428571426
Argentina,Employment-to-population ratio by sex and age (%),Total,2023,58.18367857142857,58.18367857142857
Argentina,Employment-to-population ratio by sex and age (%),Total,2024,57.78692857142857,57.78692857142857
Armenia,Employment-to-population ratio by sex and age (%),Female,2000,29.73,29.73
Armenia,Employment-to-population ratio by sex and age (%),Female,2001,33.36228571428571,33.36228571428571
Armenia,Employment-to-population ratio by sex and age (%),Female,2007,37.875214285714286,37.875214285714286
Armenia,Employment-to-population ratio by sex and age (%),Female,2008,35.9615,35.9615
Armenia,Employment-to-population ratio by sex and age (%),Female,2009,38.191250000000004,38.191250000000004
Armenia,Employment-to-population ratio by sex and age (%),Female,2010,39.64475,39.64475
Armenia,Employment-to-population ratio by sex and age (%),Female,2011,41.40710714285715,41.40710714285715
Armenia,Employment-to-population ratio by sex and age (%),Female,2012,42.56371428571429,42.56371428571429
Armenia,Employment-to-population ratio by sex and age (%),Female,2013,42.06503571428571,42.06503571428571
Armenia,Employment-to-population ratio by sex and age (%),Female,2014,42.591571428571434,42.591571428571434
Armenia,Employment-to-population ratio by sex and age (%),Female,2015,42.15278571428571,42.15278571428571
Armenia,Employment-to-population ratio by sex and age (%),Female,2016,40.99425,40.99425
Armenia,Employment-to-population ratio by sex and age (%),Female,2017,41.25846428571429,41.25846428571429
Armenia,Employment-to-population ratio by sex and age (%),Female,2018,48.974714285714285,48.974714285714285
Armenia,Employment-to-population ratio by sex and age (%),Female,2019,47.42046428571428,47.42046428571428
Armenia,Employment-to-population ratio by sex and age (%),Female,2020,52.10185714285715,52.10185714285715
Armenia,Employment-to-population ratio by sex and age (%),Female,2021,52.90110714285714,52.90110714285714
Armenia,Employment-to-population ratio by sex and age (%),Female,2022,48.33639285714286,48.33639285714286
Armenia,Employment-to-population ratio by sex and age (%),Female,2023,50.032,50.032
Armenia,Employment-to-population ratio by sex and age (%),Male,2000,37.69,37.69
Armenia,Employment-to-population ratio by sex and age (%),Male,2001,49.37535714285714,49.37535714285714
Armenia,Employment-to-population ratio by sex and age (%),Male,2007,58.452714285714286,58.452714285714286
Armenia,Employment-to-population ratio by sex and age (%),Male,2008,51.59392857142857,51.59392857142857
Armenia,Employment-to-population ratio by sex and age (%),Male,2009,54.77125,54.77125
Armenia,Employment-to-population ratio by sex and age (%),Male,2010,59.109,59.109
Armenia,Employment-to-population ratio by sex and age (%),Male,2011,58.62785714285714,58.62785714285714
Armenia,Employment-to-population ratio by sex and age (%),Male,2012,60.32067857142857,60.32067857142857
Armenia,Employment-to-population ratio by sex and age (%),Male,2013,61.39325,61.39325
Armenia,Employment-to-population ratio by sex and age (%),Male,2014,60.159142857142854,60.159142857142854
Armenia,Employment-to-population ratio by sex and age (%),Male,2015,58.47989285714285,58.47989285714285
Armenia,Employment-to-population ratio by sex and age (%),Male,2016,56.76517857142857,56.76517857142857
Armenia,Employment-to-population ratio by sex and age (%),Male,2017,56.246857142857145,56.246857142857145
Armenia,Employment-to-population ratio by sex and age (%),Male,2018,67.74414285714286,67.74414285714286
Armenia,Employment-to-population ratio by sex and age (%),Male,2019,64.50717857142857,64.50717857142857
Armenia,Employment-to-population ratio by sex and age (%),Male,2020,66.56671428571428,66.56671428571428
Armenia,Employment-to-population ratio by sex and age (%),Male,2021,67.47771428571428,67.47771428571428
Armenia,Employment-to-population ratio by sex and age (%),Male,2022,66.34978571428572,66.34978571428572
Armenia,Employment-to-population ratio by sex and age (%),Male,2023,68.17978571428571,68.17978571428571
Armenia,Employment-to-population ratio by sex and age (%),Total,2000,33.6,33.6
Armenia,Employment-to-population ratio by sex and age (%),Total,2001,40.81346428571429,40.81346428571429
Armenia,Employment-to-population ratio by sex and age (%),Total,2007,46.98732142857143,46.98732142857143
Armenia,Employment-to-population ratio by sex and age (%),Total,2008,43.246607142857144,43.246607142857144
Armenia,Employment-to-population ratio by sex and age (%),Total,2009,45.571714285714286,45.571714285714286
Armenia,Employment-to-population ratio by sex and age (%),Total,2010,48.19485714285714,48.19485714285714
Armenia,Employment-to-population ratio by sex and age (%),Total,2011,48.97775,48.97775
Armenia,Employment-to-population ratio by sex and age (%),Total,2012,50.315107142857144,50.315107142857144
Armenia,Employment-to-population ratio by sex and age (%),Total,2013,50.50864285714285,50.50864285714285
Armenia,Employment-to-population ratio by sex and age (%),Total,2014,50.27421428571428,50.27421428571428
Armenia,Employment-to-population ratio by sex and age (%),Total,2015,49.38117857142857,49.38117857142857
Armenia,Employment-to-population ratio by sex and age (%),Total,2016,48.09632142857142,48.09632142857142
Armenia,Employment-to-population ratio by sex and age (%),Total,2017,47.99760714285714,47.99760714285714
Armenia,Employment-to-population ratio by sex and age (%),Total,2018,57.24521428571428,57.24521428571428
Armenia,Employment-to-population ratio by sex and age (%),Total,2019,54.995107142857144,54.995107142857144
Armenia,Employment-to-population ratio by sex and age (%),Total,2020,58.74364285714286,58.74364285714286
Armenia,Employment-to-population ratio by sex and age (%),Total,2021,59.33467857142857,59.33467857142857
Armenia,Employment-to-population ratio by sex and age (%),Total,2022,56.27807142857143,56.27807142857143
Armenia,Employment-to-population ratio by sex and age (%),Total,2023,58.14175,58.14175
Aruba,Employment-to-population ratio by sex and age (%),Female,1991,47.68,47.68
Aruba,Employment-to-population ratio by sex and age (%),Female,2000,51.93,51.93
Aruba,Employment-to-population ratio by sex and age (%),Female,2007,55.61,55.61
Aruba,Employment-to-population ratio by sex and age (%),Female,2010,51.608125,51.608125
Aruba,Employment-to-population ratio by sex and age (%),Female,2011,51.41111111111111,51.41111111111111
Aruba,Employment-to-population ratio by sex and age (%),Male,1991,69.25,69.25
Aruba,Employment-to-population ratio by sex and age (%),Male,2000,67.09,67.09
Aruba,Employment-to-population ratio by sex and age (%),Male,2007,70.13,70.13
Aruba,Employment-to-population ratio by sex and age (%),Male,2010,59.609375,59.609375
Aruba,Employment-to-population ratio by sex and age (%),Male,2011,61.3111111111111,61.3111111111111
Aruba,Employment-to-population ratio by sex and age (%),Total,1991,58.11,58.11
Aruba,Employment-to-population ratio by sex and age (%),Total,2000,59.1,59.1
Aruba,Employment-to-population ratio by sex and age (%),Total,2007,62.42,62.42
Aruba,Employment-to-population ratio by sex and age (%),Total,2010,55.343125,55.343125
Aruba,Employment-to-population ratio by sex and age (%),Total,2011,55.97777777777778,55.97777777777778
Australia,Employment-to-population ratio by sex and age (%),Female,1979,39.100500000000004,39.100500000000004
Australia,Employment-to-population ratio by sex and age (%),Female,1980,40.33617857142857,40.33617857142857
Australia,Employment-to-population ratio by sex and age (%),Female,1981,40.521428571428565,40.521428571428565
Australia,Employment-to-population ratio by sex and age (%),Female,1982,39.916178571428574,39.916178571428574
Australia,Employment-to-population ratio by sex and age (%),Female,1983,39.19542857142857,39.19542857142857
Australia,Employment-to-population ratio by sex and age (%),Female,1984,40.21885714285714,40.21885714285714
